Year,US_Airport,US_Airport_Name,US_State,FG_Airport,FG_State,FG_Airport_Name,Passengers,Flights
2011,MIA,Miami International Airport,FL,EZE,AR,Minister Pistarini International Airport,606250,2908
2011,MIA,Miami International Airport,FL,FCO,IT,Rome–Fiumicino Leonardo da Vinci International Airport,118042,645
2011,MIA,Miami International Airport,FL,FDF,MQ,Martinique Aimé Césaire International Airport,1750,14
2011,MIA,Miami International Airport,FL,FPO,BS,Grand Bahama International Airport,94343,2641
2011,MIA,Miami International Airport,FL,FRA,DE,Frankfurt Airport,261792,727
2011,MIA,Miami International Airport,FL,GCM,KY,Owen Roberts International Airport,331839,3638
2011,MIA,Miami International Airport,FL,GGT,BS,Exuma International Airport,26789,820
2011,MIA,Miami International Airport,FL,GIG,BR,Rio Galeão – Tom Jobim International Airport,299665,1579
2011,MIA,Miami International Airport,FL,GND,GD,Maurice Bishop International Airport,36869,364
2011,MIA,Miami International Airport,FL,GRU,BR,Guarulhos - Governador André Franco Montoro International Airport,755372,3745
2011,MIA,Miami International Airport,FL,GUA,GT,La Aurora Airport,296815,2778
2011,MIA,Miami International Airport,FL,GYE,EC,José Joaquín de Olmedo International Airport,268336,1558
2011,MIA,Miami International Airport,FL,HAV,CU,José Martí International Airport,529276,5058
2011,MIA,Miami International Airport,FL,HOG,CU,Frank Pais International Airport,41637,470
2011,MIA,Miami International Airport,FL,KIN,JM,Norman Manley International Airport,278342,2198
2011,MIA,Miami International Airport,FL,LHR,GB,London Heathrow Airport,921578,3688
2011,MIA,Miami International Airport,FL,LIM,PE,Jorge Chávez International Airport,584979,3481
2011,MIA,Miami International Airport,FL,LIR,CR,Guanacaste Airport,89321,887
2011,MIA,Miami International Airport,FL,LIS,PT,Humberto Delgado Airport (Lisbon Portela Airport),44561,245
2011,MIA,Miami International Airport,FL,LPB,BO,El Alto International Airport,64894,401
2011,MIA,Miami International Airport,FL,LRM,DO,Casa De Campo International Airport,30916,592
2011,MIA,Miami International Airport,FL,MAD,ES,Adolfo Suárez Madrid–Barajas Airport,453778,2169
2011,MIA,Miami International Airport,FL,MAO,BR,Eduardo Gomes International Airport,122307,740
2011,MIA,Miami International Airport,FL,MAR,VE,La Chinita International Airport,118632,735
2011,MIA,Miami International Airport,FL,MBJ,JM,Sangster International Airport,287189,2008
2011,MIA,Miami International Airport,FL,MDE,CO,Jose Maria Córdova International Airport,183361,1501
2011,MIA,Miami International Airport,FL,MEX,MX,Benito Juárez International Airport,626473,5866
2011,MIA,Miami International Airport,FL,MGA,NI,Augusto C. Sandino (Managua) International Airport,303061,2513
2011,MIA,Miami International Airport,FL,MHH,BS,Leonard M Thompson International Airport,26092,833
2011,MIA,Miami International Airport,FL,MID,MX,Aeropuerto Internacional Manuel Crescencio Rejón,11711,330
2011,MIA,Miami International Airport,FL,MTY,MX,Monterrey International Airport,3754,54
2011,MIA,Miami International Airport,FL,MUC,DE,Munich Airport,34117,169
2011,MIA,Miami International Airport,FL,MVD,UY,Carrasco General Cesáreo L. Berisso International Airport,82026,464
2011,MIA,Miami International Airport,FL,MXP,IT,Milan Malpensa International Airport,44872,301
2011,MIA,Miami International Airport,FL,NAS,BS,Lynden Pindling International Airport,420474,7577
2011,MIA,Miami International Airport,FL,ORY,FR,Paris-Orly Airport,63194,242
2011,MIA,Miami International Airport,FL,PAP,HT,Toussaint Louverture International Airport,523941,3666
2011,MIA,Miami International Airport,FL,PLS,TC,Providenciales International Airport,169197,1713
2011,MIA,Miami International Airport,FL,POP,DO,Gregorio Luperon International Airport,97253,719
2011,MIA,Miami International Airport,FL,POS,TT,Piarco International Airport,343789,2189
2011,MIA,Miami International Airport,FL,PTP,GP,Pointe-à-Pitre Le Raizet International  Airport,1204,13
2011,MIA,Miami International Airport,FL,PTY,PA,Tocumen International Airport,528304,4637
2011,MIA,Miami International Airport,FL,PUJ,DO,Punta Cana International Airport,240362,1679
2011,MIA,Miami International Airport,FL,REC,BR,Recife/Guararapes - Gilberto Freyre International Airport,49613,366
2011,MIA,Miami International Airport,FL,SAL,SV,Monseñor Óscar Arnulfo Romero International Airport,171274,1786
2011,MIA,Miami International Airport,FL,SAP,HN,Ramón Villeda Morales International Airport,233031,2144
2011,MIA,Miami International Airport,FL,SCL,CL,Comodoro Arturo Merino Benítez International Airport,326405,2234
2011,MIA,Miami International Airport,FL,SCU,CU,Antonio Maceo International Airport,17789,166
2011,MIA,Miami International Airport,FL,SDQ,DO,Las Américas International Airport,428516,2570
2011,MIA,Miami International Airport,FL,SJO,CR,Juan Santamaría International Airport,442159,3309
2011,MIA,Miami International Airport,FL,SKB,KN,Robert L. Bradshaw International Airport,84904,712
2011,MIA,Miami International Airport,FL,SSA,BR,Deputado Luiz Eduardo Magalhães International Airport,51705,366
2011,MIA,Miami International Airport,FL,STI,DO,Cibao International Airport,120521,945
2011,MIA,Miami International Airport,FL,SXM,SX,Princess Juliana International Airport,170627,1276
2011,MIA,Miami International Airport,FL,TAB,TT,A.N.R. Robinson International Airport,4086,31
2011,MIA,Miami International Airport,FL,TCB,BS,Treasure Cay Airport,9851,269
2011,MIA,Miami International Airport,FL,TGU,HN,Toncontín International Airport,113081,1362
2011,MIA,Miami International Airport,FL,UIO,EC,Mariscal Sucre International Airport,331379,2043
2011,MIA,Miami International Airport,FL,UVF,LC,Hewanorra International Airport,113966,808
2011,MIA,Miami International Airport,FL,VVI,BO,Viru Viru International Airport,120006,789
2011,MIA,Miami International Airport,FL,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,246088,2121
2011,MIA,Miami International Airport,FL,YYZ,CA,Toronto Lester B. Pearson International Airport,503062,4271
2011,MIA,Miami International Airport,FL,ZRH,CH,Zürich Airport,149675,725
2011,MKE,General Mitchell International Airport,WI,CUN,MX,Aeropuerto Internacional de Cancún,52963,453
2011,MKE,General Mitchell International Airport,WI,CZM,MX,Aeropuerto Internacional de Cozumel,2175,18
2011,MKE,General Mitchell International Airport,WI,MBJ,JM,Sangster International Airport,9467,80
2011,MKE,General Mitchell International Airport,WI,PUJ,DO,Punta Cana International Airport,9770,83
2011,MKE,General Mitchell International Airport,WI,PVR,MX,Puerto Vallarta International Airport,6071,54
2011,MKE,General Mitchell International Airport,WI,YYZ,CA,Toronto Lester B. Pearson International Airport,22781,954
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,AMS,NL,Amsterdam Airport Schiphol,431053,1882
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,CDG,FR,Charles de Gaulle International Airport,121063,719
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,CUN,MX,Aeropuerto Internacional de Cancún,181641,1358
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,CZM,MX,Aeropuerto Internacional de Cozumel,14366,112
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,GCM,KY,Owen Roberts International Airport,3498,28
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,KEF,IS,Keflavik International Airport,45241,285
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,LHR,GB,London Heathrow Airport,136567,723
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,MBJ,JM,Sangster International Airport,17234,127
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,MEX,MX,Benito Juárez International Airport,22238,374
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,MZT,MX,General Rafael Buelna International Airport,13976,120
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,NRT,JP,Narita International Airport,213679,717
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,PUJ,DO,Punta Cana International Airport,10968,83
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,PVR,MX,Puerto Vallarta International Airport,51498,417
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,SJD,MX,Aeropuerto Internacional de Los Cabos,21941,181
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,SXM,SX,Princess Juliana International Airport,3230,25
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,YEG,CA,Edmonton International Airport,117742,2064
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,YQR,CA,Regina International Airport,52273,1397
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,YQX,CA,Gander International Airport / CFB Gander,3403,36
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,57145,1083
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,YVR,CA,Vancouver International Airport,148210,1848
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,YWG,CA,Winnipeg / James Armstrong Richardson International Airport,157959,4010
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,YXE,CA,Saskatoon John G. Diefenbaker International Airport,73306,1435
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,YYC,CA,Calgary International Airport,123069,1886
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,YYZ,CA,Toronto Lester B. Pearson International Airport,178346,5065
2011,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,ZIH,MX,Aeropuerto Internacional de Zihuatanejo,12497,100
2011,MSY,Louis Armstrong New Orleans International Airport,LA,CAY,GF,Cayenne – Félix Eboué Airport,1670,52
2011,MSY,Louis Armstrong New Orleans International Airport,LA,CUN,MX,Aeropuerto Internacional de Cancún,1384,13
2011,MSY,Louis Armstrong New Orleans International Airport,LA,YYZ,CA,Toronto Lester B. Pearson International Airport,49416,866
2011,MYR,Myrtle Beach International Airport,SC,YTZ,CA,Billy Bishop Toronto City Centre Airport,6444,152
2011,OAK,San Francisco Bay Oakland International Airport,CA,GDL,MX,Guadalajara International Airport,158955,1377
2011,OAK,San Francisco Bay Oakland International Airport,CA,MEX,MX,Benito Juárez International Airport,24667,277
2011,OAK,San Francisco Bay Oakland International Airport,CA,PVR,MX,Puerto Vallarta International Airport,2280,17
2011,OAK,San Francisco Bay Oakland International Airport,CA,SJD,MX,Aeropuerto Internacional de Los Cabos,1043,10
2011,OAK,San Francisco Bay Oakland International Airport,CA,TER,PT,Lajes Airport,4788,26
2011,OAK,San Francisco Bay Oakland International Airport,CA,YVR,CA,Vancouver International Airport,245,14
2011,OGG,Kahului International Airport,HI,YEG,CA,Edmonton International Airport,16473,96
2011,OGG,Kahului International Airport,HI,YVR,CA,Vancouver International Airport,206837,1365
2011,OGG,Kahului International Airport,HI,YYC,CA,Calgary International Airport,64801,333
2011,OME,Nome Airport,AK,DYR,RU,Ugolny Yuri Ryktheu Airport,287,48
2011,ONT,Ontario International Airport,CA,GDL,MX,Guadalajara International Airport,68307,655
2011,ORD,Chicago O'Hare International Airport,IL,ACA,MX,Aeropuerto Internacional Juan N. Álvarez,3174,28
2011,ORD,Chicago O'Hare International Airport,IL,AMM,JO,Queen Alia International Airport,115817,581
2011,ORD,Chicago O'Hare International Airport,IL,AMS,NL,Amsterdam Airport Schiphol,257162,1318
2011,ORD,Chicago O'Hare International Airport,IL,ARN,SE,Stockholm-Arlanda Airport,135809,649
2011,ORD,Chicago O'Hare International Airport,IL,AUA,AW,Queen Beatrix International Airport,19118,122
2011,ORD,Chicago O'Hare International Airport,IL,AUH,AE,Zayed International Airport,205693,730
2011,ORD,Chicago O'Hare International Airport,IL,BCN,ES,Josep Tarradellas Barcelona-El Prat Airport,17274,107
2011,ORD,Chicago O'Hare International Airport,IL,BRU,BE,Brussels Airport,184207,1203
2011,ORD,Chicago O'Hare International Airport,IL,CDG,FR,Charles de Gaulle International Airport,349390,2188
2011,ORD,Chicago O'Hare International Airport,IL,CPH,DK,Copenhagen Kastrup Airport,138369,707
2011,ORD,Chicago O'Hare International Airport,IL,CUN,MX,Aeropuerto Internacional de Cancún,386561,2796
2011,ORD,Chicago O'Hare International Airport,IL,CZM,MX,Aeropuerto Internacional de Cozumel,8176,66
2011,ORD,Chicago O'Hare International Airport,IL,DEL,IN,Indira Gandhi International Airport,329783,1406
2011,ORD,Chicago O'Hare International Airport,IL,DGO,MX,Aeropuerto Internacional General Guadalupe Victoria,4293,68
2011,ORD,Chicago O'Hare International Airport,IL,DUB,IE,Dublin Airport,250175,1122
2011,ORD,Chicago O'Hare International Airport,IL,DUS,DE,Düsseldorf Airport,101218,591
2011,ORD,Chicago O'Hare International Airport,IL,FCO,IT,Rome–Fiumicino Leonardo da Vinci International Airport,171948,863
2011,ORD,Chicago O'Hare International Airport,IL,FRA,DE,Frankfurt Airport,627130,3193
2011,ORD,Chicago O'Hare International Airport,IL,GCM,KY,Owen Roberts International Airport,11100,130
2011,ORD,Chicago O'Hare International Airport,IL,GDL,MX,Guadalajara International Airport,66787,672
2011,ORD,Chicago O'Hare International Airport,IL,GRU,BR,Guarulhos - Governador André Franco Montoro International Airport,145023,711
2011,ORD,Chicago O'Hare International Airport,IL,GUA,GT,La Aurora Airport,34575,332
2011,ORD,Chicago O'Hare International Airport,IL,HEL,FI,Helsinki Vantaa Airport,68295,357
2011,ORD,Chicago O'Hare International Airport,IL,HKG,HK,Hong Kong International Airport,277559,958
2011,ORD,Chicago O'Hare International Airport,IL,HND,JP,Tokyo Haneda International Airport,5760,32
2011,ORD,Chicago O'Hare International Airport,IL,HUX,MX,Bahías de Huatulco International Airport,10038,83
2011,ORD,Chicago O'Hare International Airport,IL,ICN,KR,Incheon International Airport,311760,1337
2011,ORD,Chicago O'Hare International Airport,IL,IST,TR,İstanbul Airport,157136,728
2011,ORD,Chicago O'Hare International Airport,IL,KHI,PK,Jinnah International Airport,19067,107
2011,ORD,Chicago O'Hare International Airport,IL,LHR,GB,London Heathrow Airport,1181643,6378
2011,ORD,Chicago O'Hare International Airport,IL,LIR,CR,Guanacaste Airport,9142,74
2011,ORD,Chicago O'Hare International Airport,IL,MAD,ES,Adolfo Suárez Madrid–Barajas Airport,167106,677
2011,ORD,Chicago O'Hare International Airport,IL,MAN,GB,Manchester Airport,94490,646
2011,ORD,Chicago O'Hare International Airport,IL,MBJ,JM,Sangster International Airport,68875,515
2011,ORD,Chicago O'Hare International Airport,IL,MEX,MX,Benito Juárez International Airport,357700,3651
2011,ORD,Chicago O'Hare International Airport,IL,MLM,MX,General Francisco J. Mujica International Airport,2719,23
2011,ORD,Chicago O'Hare International Airport,IL,MTY,MX,Monterrey International Airport,17057,237
2011,ORD,Chicago O'Hare International Airport,IL,MUC,DE,Munich Airport,322594,1415
2011,ORD,Chicago O'Hare International Airport,IL,NRT,JP,Narita International Airport,590130,2919
2011,ORD,Chicago O'Hare International Airport,IL,PEK,CN,Beijing Capital International Airport,324122,1419
2011,ORD,Chicago O'Hare International Airport,IL,PTY,PA,Tocumen International Airport,2557,33
2011,ORD,Chicago O'Hare International Airport,IL,PUJ,DO,Punta Cana International Airport,51472,361
2011,ORD,Chicago O'Hare International Airport,IL,PVG,CN,Shanghai Pudong International Airport,297643,1411
2011,ORD,Chicago O'Hare International Airport,IL,PVR,MX,Puerto Vallarta International Airport,100814,824
2011,ORD,Chicago O'Hare International Airport,IL,SAL,SV,Monseñor Óscar Arnulfo Romero International Airport,16683,202
